,Wind Onshore [MW],Wind Offshore [MW],Solar [MW],Water [MW],Biomass [MW]
4941,28924,5956,14888,1764,4844
4942,28480,5956,15656,1692,4840
4943,28728,5956,15960,1696,4848
4944,29036,5964,16016,1764,4844
4945,29292,6152,16152,1728,4844
4946,29076,6136,15872,1720,4836
4947,29116,6144,15888,1700,4844
4948,29256,6144,15596,1728,4844
4949,29444,6144,15208,1764,4848
4950,29460,6148,14692,1748,4836
4951,29496,6112,14348,1748,4856
4952,29160,6064,13740,1752,4856
4953,28708,6092,12936,1724,4840
4954,28556,6124,11872,1776,4844
4955,28336,6156,10988,1840,4840
4956,27964,6164,9916,1748,4848
4957,27636,6152,8856,1736,4852
4958,27184,6144,7784,1772,4872
4959,27304,6160,6452,1720,4884
4960,26844,6156,5332,1692,4880
4961,26140,6156,4116,1788,4876
4962,25444,6160,3000,1884,4884
4963,24892,6164,1944,1876,4880
4964,24384,6164,1048,1768,4888
4965,24108,6172,448,1920,4852
4966,23872,6180,152,1940,4864
4967,23808,6176,28,2024,4888
4968,24080,6180,0,1884,4864
4969,24632,6180,0,1852,4860
4970,25168,6180,0,1872,4860
4971,25876,6180,0,1900,4864
4972,26608,6016,0,1852,4884
4973,27248,5868,0,1784,4872
4974,27804,5880,0,1772,4876
4975,28280,5880,0,1684,4892
4976,29092,5880,0,1752,4880
4977,29680,5880,0,1712,4884
4978,30180,5880,0,1716,4896
4979,30388,5880,0,1696,4908
4980,30796,5872,0,1848,4892
4981,30748,5868,0,1780,4888
4982,31136,5848,0,1696,4872
4983,31560,5796,0,1704,4884
4984,30712,5840,0,1724,4888
4985,30824,5848,0,1720,4884
4986,30812,5860,0,1724,4884
4987,30936,5860,0,1708,4888
4988,31324,5860,0,1784,4876
4989,31364,5864,0,1796,4876
4990,31392,5864,0,1832,4880
4991,31364,5860,0,1724,4868
4992,31372,5856,0,1756,4868
4993,31624,5860,0,1792,4880
4994,31824,5860,0,1716,4880
4995,31724,5852,0,1692,4872
4996,31716,5848,0,1804,4868
4997,31968,5856,0,1740,4852
4998,32000,5856,0,1744,4848
4999,32220,5856,0,1704,4856
5000,32580,5848,0,1700,4860
5001,32512,5844,0,1700,4868
5002,32892,5836,0,1708,4852
5003,33144,5832,0,1688,4860
5004,33304,5828,0,1700,4856
5005,33552,5828,0,1712,4852
5006,33996,5832,0,1696,4844
5007,34132,5832,0,1684,4844
5008,33516,4292,0,1692,4832
5009,33624,3976,0,1700,4832
5010,33552,3968,0,1700,4828
5011,33640,4004,0,1692,4832
5012,33740,3988,0,1692,4836
5013,33820,3928,0,1676,4836
5014,33972,3940,0,1680,4832
5015,33604,3888,0,1672,4828
5016,34764,3756,0,1672,4832
5017,35144,3764,0,1672,4836
5018,35688,3616,0,1672,4816
5019,35764,3668,0,1676,4820
5020,35428,3712,28,1656,4836
5021,35588,3860,168,1656,4832
5022,35360,3916,660,1668,4852
5023,35488,3892,1496,1676,4856
5024,35804,3852,2532,1684,4860
5025,36216,3740,3832,1676,4836
5026,35984,3232,5084,1676,4824
5027,35652,3144,6116,1684,4836
5028,35672,3068,7128,1732,4812
5029,35748,2876,7984,1732,4808
5030,35504,2744,8944,1724,4852
5031,35472,2688,9896,1692,4864
5032,35664,2772,10700,1688,4860
5033,35424,2720,11384,1688,4856
5034,35540,2748,12004,1684,4876
5035,35220,2840,12624,1676,4868
5036,35448,2852,13092,1676,4884
5037,35592,3056,13076,1668,4896
5038,35856,3280,13168,1652,4880
5039,35896,3432,13276,1640,4876
5040,35908,3636,13392,1668,4856
5041,35628,3704,13424,1660,4884
5042,35644,3804,13108,1660,4880
5043,35892,3780,12904,1656,4876
5044,36184,3664,12476,1668,4892
5045,36428,3660,11892,1644,4880
5046,36564,3700,11296,1636,4880
5047,36632,3668,10552,1636,4876
5048,36888,3700,9896,1656,4896
5049,36784,3692,9140,1668,4892
5050,36768,3692,8336,1668,4896
5051,36956,3844,7576,1656,4880
5052,37576,3992,6780,1668,4908
5053,38080,4116,5676,1696,4904
5054,39100,4124,4628,1672,4904
5055,39612,4204,3528,1664,4896
5056,40208,5624,2720,1660,4916
5057,40216,5716,1996,1652,4896
5058,40372,5568,1392,1680,4900
5059,40248,5560,900,1640,4896
5060,40380,5576,508,1616,4900
5061,40432,5460,208,1640,4856
5062,40524,5476,60,1664,4888
5063,40812,5296,16,1712,4892
5064,40652,5508,0,1660,4880
5065,40824,5228,0,1652,4864
5066,40752,5220,0,1648,4864
5067,40784,5292,0,1644,4876
5068,40560,5344,0,1644,4872
5069,40604,5284,0,1596,4864
5070,40716,5260,0,1588,4880
5071,40476,5236,0,1592,4888
5072,40584,5264,0,1592,4912
5073,40652,5288,0,1592,4892
5074,40932,5276,0,1588,4904
5075,40740,5296,0,1592,4912
5076,40312,5124,0,1584,4916
5077,40108,5132,0,1548,4908
5078,39892,5128,0,1500,4916
5079,39296,5140,0,1492,4904
5080,37560,5452,0,1608,4916
5081,37476,5640,0,1568,4924
5082,37220,5820,0,1552,4912
5083,36904,5836,0,1484,4896
5084,36964,5980,0,1592,4908
5085,37220,6060,0,1528,4904
5086,37292,6012,0,1488,4904
5087,37216,6000,0,1472,4896
5088,35156,4544,0,1476,4884
5089,34564,4104,0,1468,4872
5090,33636,4192,0,1460,4880
5091,32932,4112,0,1464,4868
5092,33368,4316,0,1556,4832
5093,33524,4368,0,1552,4840
5094,33616,4384,0,1548,4860
5095,33660,4352,0,1540,4856
5096,33716,4312,0,1532,4856
5097,33428,4272,0,1524,4856
5098,33088,4236,0,1516,4856
5099,32928,4228,0,1540,4856
5100,33032,4192,0,1508,4832
5101,32736,4184,0,1524,4832
5102,32440,4168,0,1512,4824
5103,32220,4176,0,1508,4812
5104,31588,4084,0,1508,4816
5105,31400,4080,0,1520,4812
5106,31232,4096,0,1548,4816
5107,30328,4232,0,1560,4808
5108,30364,4368,0,1528,4812
5109,30484,4432,0,1516,4812
5110,31016,4576,0,1520,4816
5111,30700,4460,0,1556,4824
5112,31028,4288,0,1592,4824
5113,30556,4280,0,1672,4800
5114,30368,4324,0,1668,4812
5115,29424,4520,0,1672,4788
5116,28928,4088,4,1596,4816
5117,28452,4064,40,1600,4828
5118,27860,4312,100,1588,4832
5119,27368,4544,200,1604,4820
5120,27172,5252,328,1556,4824
5121,26764,5700,544,1588,4812
5122,26460,5908,816,1616,4844
5123,25660,5988,1124,1624,4836
5124,24956,5852,1392,1528,4816
5125,24548,5696,1648,1520,4800
5126,24444,5272,1876,1604,4828
5127,24092,4936,2056,1676,4844
5128,23868,4812,2256,1576,4844
5129,23716,4580,2436,1584,4852
5130,23856,4256,2672,1588,4832
5131,23944,4056,2748,1600,4836
5132,23980,4044,2728,1628,4860
5133,23976,3820,2788,1744,4860
5134,23872,3560,2784,1828,4860
5135,24176,3452,2844,1696,4864
5136,24288,3284,2944,1844,4860
5137,24376,3380,2996,1708,4876
5138,24552,3352,3044,1632,4880
5139,25032,3312,3020,1604,4880
5140,25496,3208,3016,1640,4888
5141,26172,3212,3036,1592,4888
5142,27036,3392,2936,1604,4884
5143,27648,3816,2888,1548,4896
5144,28188,4276,2828,1576,4896
5145,28660,4652,2860,1544,4912
5146,29220,5212,2780,1580,4892
5147,29852,5476,2588,1548,4904
5148,30688,5704,2408,1632,4912
5149,31416,5732,2212,1548,4912
5150,32264,5668,1980,1552,4908
5151,31848,5952,1796,1560,4900
5152,33116,6112,1652,1596,4912
5153,33848,6108,1400,1584,4924
5154,34384,6080,1100,1620,4916
5155,34432,6144,740,1624,4912
5156,34880,6196,412,1620,4896
5157,35176,6168,176,1624,4876
5158,35788,6212,52,1628,4904
5159,36504,6240,8,1800,4896
5160,36880,6256,0,1544,4900
5161,37296,6300,0,1600,4892
5162,37516,6364,0,1620,4904
5163,37800,6360,0,1584,4912
5164,38072,6332,0,1588,4904
5165,38560,6308,0,1584,4892
5166,38984,6076,0,1528,4892
5167,38912,5884,0,1512,4888
5168,38784,5892,0,1520,4896
5169,38656,5884,0,1512,4896
5170,38736,5892,0,1516,4900
5171,38964,5892,0,1516,4904
5172,38720,5900,0,1580,4908
5173,38520,5892,0,1624,4912
5174,38360,5856,0,1612,4908
5175,38008,5688,0,1628,4916
5176,36708,5696,0,1636,4944
5177,36364,5692,0,1620,4928
5178,35560,5692,0,1604,4920
5179,35176,5688,0,1568,4872
5180,34708,5688,0,1584,4904
5181,34196,5692,0,1548,4924
5182,33748,5688,0,1516,4916
5183,33284,5692,0,1516,4916
5184,32720,5696,0,1548,4900
5185,32228,5576,0,1544,4904
5186,31484,5504,0,1536,4912
5187,30964,5500,0,1536,4908
5188,30356,5500,0,1552,4888
5189,29940,5488,0,1556,4880
5190,29424,5488,0,1560,4884
5191,28732,5492,0,1600,4896
5192,28312,5484,0,1584,4900
5193,27476,5448,0,1576,4892
5194,26688,5416,0,1576,4884
5195,26120,5376,0,1576,4888
5196,25620,5408,0,1576,4892
5197,25116,5436,0,1568,4876
5198,24696,5340,0,1652,4868
5199,23920,5176,0,1676,4860
5200,23236,4996,0,1612,4856
5201,22504,4672,0,1604,4844
5202,21972,4148,0,1652,4852
5203,21452,3608,0,1644,4840
5204,20592,3332,0,1576,4836
5205,20288,3036,0,1596,4816
5206,19888,2620,0,1636,4820
5207,19376,2212,0,1684,4820
5208,18928,1952,0,1604,4844
5209,17752,1748,0,1612,4840
5210,16968,1652,0,1596,4836
5211,16344,1588,4,1704,4836
5212,15828,1500,8,1600,4836
5213,15436,1468,68,1672,4848
5214,14808,1380,236,1776,4848
5215,14160,1412,544,1856,4840
5216,13552,1420,996,1916,4836
5217,12720,1444,1496,1932,4840
5218,11992,1452,2064,1964,4852
5219,11452,1516,2556,1960,4856
5220,11188,1708,3096,1900,4860
5221,10724,1824,3572,1780,4844
5222,10340,1952,3924,1708,4840
5223,10152,2108,4388,1704,4836
5224,9844,2124,5052,1724,4844
5225,9548,2220,5508,1872,4860
5226,9900,2676,5896,1876,4872
5227,10088,3012,6196,2044,4864
5228,10140,3340,6468,2092,4880
5229,10316,3528,6756,2096,4892
5230,10608,3752,6852,2116,4892
5231,11052,3788,6844,2020,4896
5232,11752,3900,6916,1984,4892
5233,12300,4192,6832,1944,4880
5234,12732,4328,6856,1956,4872
5235,13188,4536,6904,1844,4864
5236,13872,4904,6820,2116,4880
5237,14652,5168,6572,2056,4872
5238,15596,5296,6216,1944,4884
5239,16336,5296,6016,1912,4876
5240,17196,5264,5900,2104,4868
5241,18248,5236,5644,2128,4868
5242,19016,5344,5500,1992,4868
5243,19724,5540,5192,1884,4880
5244,20464,5648,4816,2104,4880
5245,21180,5692,4368,2100,4884
5246,21656,5632,3952,1988,4884
5247,22132,5640,3480,1920,4872
5248,22652,5596,2944,1936,4864
5249,23164,5532,2364,1896,4852
5250,24044,5504,1812,1896,4856
5251,25084,5444,1296,1912,4856
5252,25752,5332,840,1916,4872
5253,26292,5036,432,1968,4856
5254,26860,4720,160,1980,4864
5255,27884,4700,28,2016,4864
5256,28768,4820,0,2012,4856
5257,29764,4864,0,2032,4852
5258,30508,4972,0,2000,4860
5259,31128,5248,0,1948,4864
5260,31740,5476,0,1924,4876
5261,31944,5580,0,1896,4860
5262,32164,5548,0,1884,4880
5263,32456,5536,0,1880,4872
5264,32688,5612,0,2012,4864
5265,32832,5604,0,1988,4844
5266,32776,5832,0,1936,4872
5267,32620,6072,0,1864,4884
5268,33296,5964,0,1956,4888
5269,33868,5900,0,1896,4888
5270,34588,5932,0,1888,4908
5271,34776,5948,0,1852,4924
5272,33956,6072,0,1888,4936
5273,34300,6220,0,1892,4920
5274,34560,6276,0,1864,4928
5275,35036,6284,0,1836,4936
5276,34872,6304,0,1948,4936
5277,35040,6332,0,1944,4932
5278,35004,6416,0,1896,4940
5279,35112,6444,0,1828,4932
5280,35156,6472,0,2004,4924
5281,35236,6468,0,1976,4920
5282,35136,6460,0,1852,4928
5283,35192,6464,0,1840,4924
5284,35180,6208,0,1896,4924
5285,35308,6152,0,1892,4912
5286,35468,6148,0,1924,4908
5287,35312,6136,0,1888,4916
5288,35288,6124,0,1844,4920
5289,35572,6108,0,1828,4920
5290,35548,6020,0,1812,4920
5291,35308,6000,0,1804,4912
5292,34660,5984,0,1820,4904
5293,34596,5900,0,1808,4888
5294,34872,5828,0,1848,4896
5295,35044,5800,0,1864,4892
5296,34912,5788,0,1828,4896
5297,34520,5788,0,1848,4892
5298,34496,5752,0,1868,4896
5299,34504,5732,0,1852,4884
5300,34216,5828,0,1804,4876
5301,33924,5880,0,1844,4880
5302,33484,5908,0,1908,4880
5303,33084,5912,0,1936,4880
5304,33352,5912,0,1912,4872
5305,33476,5604,0,1940,4864
5306,33504,4996,0,2016,4872
5307,33360,4960,4,1888,4868
5308,33132,5000,20,1836,4884
5309,32728,5028,144,1816,4876
5310,32052,5200,328,1864,4880
5311,31368,5464,644,1884,4872
5312,30600,5460,1120,1872,4880
5313,30228,5396,1728,1932,4884
5314,29864,5360,2440,1920,4884
5315,29888,5328,3164,1808,4876
5316,30040,5296,3920,1836,4876
5317,30224,5280,4840,1792,4852
5318,30444,5252,5540,1784,4844
5319,30808,5192,6152,1776,4832
5320,31352,5180,6884,1900,4836
5321,31680,5188,7464,1816,4848
5322,31832,5172,7912,1828,4860
5323,32300,5156,8200,1792,4868
5324,33168,5184,8400,1888,4868
5325,33828,5204,8636,1860,4864
5326,33736,5276,8844,1828,4864
5327,33720,5332,9124,1828,4864
5328,33800,5368,9396,1852,4884
5329,33772,5172,9600,1828,4892
5330,33916,5156,9896,1836,4888
5331,34044,5160,9964,1816,4888
5332,33632,4740,10060,1824,4896
5333,33516,4648,9912,1864,4892
5334,33712,4668,9812,1860,4884
5335,33616,4568,9528,1776,4896
5336,33604,4368,9300,1792,4888
5337,33724,4376,8976,1772,4884
5338,33436,4372,8400,1788,4888
5339,33128,4384,7960,1908,4884
5340,32744,4380,7376,1884,4892
5341,32404,4380,6732,1948,4892
5342,32192,4384,6104,1888,4856
5343,31724,4348,5252,1904,4876
5344,31028,4340,4520,1944,4868
5345,30576,4596,3680,1936,4824
5346,29924,4600,2784,1944,4836
5347,28956,5000,1868,1940,4872
5348,28452,5296,1164,1816,4892
5349,27792,5664,564,1856,4892
5350,26976,5616,188,1924,4856
5351,26512,5432,28,1964,4856
5352,25704,5268,0,1832,4872
5353,25424,5408,0,1944,4872
5354,24740,5316,0,2000,4872
5355,24520,4808,0,2036,4868
5356,24524,4580,0,2004,4872
5357,24584,4212,0,1824,4860
5358,24352,4084,0,1908,4876
5359,23784,4104,0,1844,4884
5360,23356,4192,0,1868,4900
5361,23132,4340,0,1860,4896
5362,22948,4340,0,1792,4896
5363,22764,4148,0,1784,4904
5364,22704,3764,0,1812,4904
5365,22792,3688,0,1776,4908
5366,22464,3696,0,1784,4908
5367,22040,3728,0,1784,4912
5368,21360,3448,0,1832,4904
5369,21240,3416,0,1816,4908
5370,20504,3388,0,1792,4896
5371,19892,3092,0,1792,4904
5372,19740,2872,0,1900,4916
5373,19868,2984,0,1800,4904
5374,20020,2724,0,1788,4912
5375,20136,2312,0,1788,4904
5376,19664,2108,0,1924,4900
5377,19380,1976,0,1820,4888
5378,19304,2160,0,1804,4900
5379,19088,2116,0,1772,4888
5380,18828,1944,0,1852,4884
5381,18336,1792,0,1828,4904
5382,17940,1676,0,1832,4904
5383,17728,1596,0,1788,4896
5384,17592,1592,0,1800,4908
5385,17472,1600,0,1788,4904
5386,17212,1652,0,1768,4900
5387,17128,1812,0,1768,4900
5388,16928,1796,0,1776,4900
5389,16488,1812,0,1788,4900
5390,16224,1880,0,1788,4892
5391,16160,1856,0,1784,4872
5392,16048,1900,0,1796,4872
5393,15972,1876,0,1796,4856
5394,15928,1824,0,1792,4836
5395,15960,1936,0,1788,4836
5396,16168,2032,0,1780,4840
5397,16264,1968,0,1784,4836
5398,16248,2160,0,1796,4828
5399,16156,2272,0,1788,4828
5400,16436,2060,0,1808,4836
5401,16424,1836,0,1860,4836
5402,16224,1832,0,1804,4836
5403,15980,1940,4,1808,4824
5404,16124,1952,24,1908,4836
5405,16392,1816,152,1984,4832
5406,16424,1920,404,1960,4832
5407,16360,1984,856,1980,4828
5408,15980,2004,1480,1976,4836
5409,15592,2060,2228,1908,4856
5410,15740,2000,3068,1820,4848
5411,15676,1932,3900,1876,4848
5412,15492,1916,4628,2008,4852
5413,15440,2032,5472,1988,4852
5414,15596,2088,6076,1964,4852
5415,15696,1936,6744,1868,4848
5416,16016,1912,7348,1968,4852
5417,16296,1992,7804,1916,4848
5418,16748,1940,8128,1868,4860
5419,17264,1932,8488,1800,4860
5420,17648,1952,8652,1844,4880
5421,17756,1916,8888,1868,4884
5422,17760,1936,8836,1896,4892
5423,18148,1928,9068,1852,4888
5424,18332,1916,9200,1880,4892
5425,18368,1832,9152,1868,4884
5426,18660,1620,8948,1956,4900
5427,18692,1588,8652,1976,4888
5428,18772,1608,8516,2000,4884
5429,18884,1676,8100,1972,4888
5430,19364,1524,8096,1956,4892
5431,19592,1496,7568,1828,4904
5432,19684,1400,7152,1812,4904
5433,19620,1276,6880,1872,4908
5434,19320,1304,6452,1824,4928
5435,19172,1288,6176,1972,4916
5436,19264,1236,5884,1960,4928
5437,18840,1332,5292,1924,4924
5438,18588,1340,4816,2068,4908
5439,18228,1268,4192,2152,4908
5440,18036,1260,3472,2000,4900
5441,17788,1320,2832,2036,4920
5442,17672,1324,2196,2144,4908
5443,17376,1312,1572,2168,4916
5444,16812,1256,1036,1908,4908
5445,16652,1288,536,1964,4916
5446,17016,1524,204,2012,4904
5447,16884,1668,44,2120,4904
5448,16844,1704,4,2164,4896
5449,16988,1812,0,2196,4892
5450,16936,1844,0,2128,4892
5451,17412,1812,0,2108,4888
5452,17632,2300,0,2076,4900
5453,17732,2368,0,2020,4904
5454,17824,2076,0,1900,4888
5455,17888,2036,0,1848,4892
5456,17796,2008,0,2140,4900
5457,17692,1816,0,1976,4904
5458,17624,2128,0,2096,4908
5459,17632,1828,0,2108,4904
5460,17608,1764,0,2108,4912
5461,17400,1652,0,2056,4920
5462,16996,1536,0,2008,4908
5463,16752,1640,0,1856,4916
5464,16416,1712,0,2072,4924
5465,16160,1972,0,1944,4920
5466,15752,1928,0,1836,4912
5467,15784,1796,0,1836,4912
5468,15884,1916,0,2000,4924
5469,15916,2052,0,1812,4924
5470,15756,2084,0,1952,4924
5471,15704,2096,0,1880,4904
5472,15524,2376,0,1972,4904
5473,15404,2528,0,1880,4904
5474,15396,2700,0,1872,4896
5475,15344,2716,0,1848,4876
5476,15404,2756,0,1876,4876
5477,15304,2776,0,1836,4880
5478,15176,2764,0,1856,4864
5479,15212,3088,0,1864,4868
5480,15276,2828,0,1908,4868
5481,15452,2704,0,1868,4884
5482,15592,2576,0,1860,4884
5483,15832,2744,0,1860,4868
5484,15656,2284,0,1864,4864
5485,15456,2460,0,1852,4884
5486,15464,2712,0,1872,4880
5487,15456,2984,0,1848,4884
5488,15368,3156,0,1832,4888
5489,15560,2936,0,1900,4888
5490,15376,2636,0,1920,4884
5491,15296,2720,0,1844,4876
5492,15220,2696,0,1864,4872
5493,15352,2456,0,1908,4872
5494,15100,2184,0,1944,4864
5495,15116,2020,0,2004,4852
5496,14856,2120,0,1840,4856
5497,14360,2152,0,1960,4852
5498,14112,2064,0,2044,4852
5499,14024,1664,0,2116,4860
5500,13716,1576,20,1928,4864
5501,13372,1640,144,1940,4872
5502,12948,1804,368,2076,4868
5503,12640,1992,764,2160,4864
5504,12356,2068,1304,2056,4860
5505,12184,2212,1996,2120,4868
5506,12004,2400,2668,2032,4864
5507,11668,2492,3532,1988,4856
5508,11596,2488,4396,2020,4864
5509,11372,2376,5252,2020,4864
5510,10948,2328,6012,2084,4848
5511,10736,2268,6808,2028,4864
5512,10588,2340,7724,1892,4872
5513,10304,2276,8552,1924,4860
5514,10040,2392,8992,1920,4860
5515,10100,2400,9544,1928,4852
5516,10064,2460,9780,2164,4860
5517,10304,2600,9736,2128,4868
5518,10140,2764,9916,2176,4876
5519,10032,2920,9432,2192,4872
5520,9604,3144,9064,2064,4864
5521,9572,3368,8756,1996,4880
5522,9408,3396,8260,2068,4868
5523,9104,3292,7892,2084,4872
5524,8824,3164,7524,2112,4876
5525,8540,2880,7068,2144,4864
5526,8124,2636,6516,2200,4880
5527,7564,2568,5976,2192,4884
5528,7140,2516,5536,2024,4880
5529,6880,2496,4816,2136,4884
5530,6852,2304,4364,2216,4876
5531,6548,2056,3884,2216,4896
5532,6228,1972,3220,2076,4908
5533,5924,1796,2772,2128,4864
5534,5624,1540,2332,2244,4884
5535,5444,1496,1904,2196,4888
5536,5296,1452,1476,2108,4888
5537,5060,1376,1092,2176,4892
5538,4764,1432,776,2168,4876
5539,4560,1480,492,2228,4872
5540,4308,1436,280,2036,4880
5541,4360,1452,128,2060,4876
5542,4504,1356,44,1972,4872
5543,4684,1316,16,2212,4868
5544,4956,1256,0,2160,4868
5545,5444,1348,0,2152,4868
5546,5832,1640,0,2196,4848
5547,6212,2044,0,2072,4848
5548,6480,2160,0,2056,4852
5549,6708,2092,0,2112,4852
5550,6912,2444,0,2072,4840
5551,7012,2860,0,1980,4832
5552,7164,3192,0,2068,4856
5553,7368,3268,0,1932,4852
5554,7776,3256,0,1932,4852
5555,8356,3780,0,1896,4856
5556,8744,4216,0,2084,4860
5557,9248,4296,0,1936,4868
5558,9796,4516,0,1912,4856
5559,10052,4704,0,1900,4852
5560,10148,5064,0,1924,4848
5561,10412,5148,0,1908,4844
5562,10704,5060,0,1916,4844
5563,10944,5036,0,1896,4848
5564,11536,5260,0,2176,4860
5565,12244,5316,0,2180,4872
5566,12652,5392,0,2000,4872
5567,13340,5252,0,1912,4872
5568,13840,5112,0,2000,4852
5569,14160,5100,0,1832,4848
5570,14360,5272,0,1988,4852
5571,14988,5220,0,1844,4856
5572,15520,5308,0,1896,4868
5573,16068,5520,0,1868,4856
5574,16664,5460,0,1984,4852
5575,17212,5568,0,1900,4844
5576,17644,5572,0,2196,4848
5577,18268,5636,0,1992,4848
5578,18700,5632,0,1872,4840
5579,19096,5232,0,1932,4848
5580,19408,5228,0,2140,4844
5581,19764,5196,0,2004,4848
5582,20068,5188,0,1912,4836
5583,20252,5224,0,1900,4824
5584,20472,5220,0,1948,4820
5585,20792,5296,0,1804,4816
5586,21068,5320,0,1816,4816
5587,21164,5492,0,1820,4820
5588,21268,5528,0,1880,4808
5589,21576,5464,0,1836,4800
5590,21848,5528,0,1880,4792
5591,21812,5664,0,1868,4784
5592,21968,5728,0,1828,4768
5593,21936,5704,0,1832,4768
5594,21976,5656,0,1828,4764
5595,21924,5536,4,1820,4768
5596,21840,5300,28,1808,4772
5597,21876,5180,120,1816,4772
5598,21612,5208,344,1812,4776
5599,20908,5488,780,1832,4776
5600,20724,5696,1388,1824,4764
5601,20740,5676,2068,1828,4768
5602,20828,5508,2804,1828,4776
5603,20668,5492,3600,1820,4768
5604,20612,5500,4492,1836,4784
5605,20264,5552,5496,1828,4796
5606,20000,5516,6060,1816,4784
5607,20272,5508,7136,1780,4796
5608,20372,5624,8040,1800,4796
5609,20536,5480,8788,1796,4792
5610,20612,4980,9552,1820,4776
5611,20792,4468,10304,1792,4796
5612,21232,4376,11124,1992,4808
5613,21128,4316,11632,1804,4816
5614,21560,4376,12052,1788,4812
5615,21864,4704,12384,1780,4800
5616,22668,4716,12536,1784,4812
5617,22860,4652,12560,1776,4804
5618,23276,4692,12704,1800,4804
5619,23076,4968,12760,1788,4804
5620,22968,4984,12996,1804,4804
5621,22520,5020,12744,1796,4816
5622,22312,5000,12784,1808,4820
5623,22136,4956,12776,1796,4816
5624,21572,5056,12684,1808,4832
5625,21128,5276,12564,1804,4824
5626,20292,5368,11892,1816,4828
5627,19956,5396,11292,1816,4828
5628,19264,5456,10388,1808,4840
5629,18604,5588,9228,1872,4844
5630,17788,5652,8160,1944,4840
5631,17012,5588,7124,1888,4836
5632,16624,5612,6188,1828,4840
5633,16052,5680,5028,1824,4824
5634,15932,5784,3856,1940,4848
5635,15740,5676,2764,2028,4840
5636,15512,5664,1848,1928,4844
5637,15920,5604,984,1816,4844
5638,15872,5724,344,1852,4848
5639,16392,5736,60,1856,4836
5640,16792,5848,4,1852,4832
5641,17936,5928,0,1848,4832
5642,19004,6008,0,1844,4828
5643,20188,6116,0,1828,4832
5644,21172,6208,0,1828,4840
5645,22172,6028,0,1820,4832
5646,23132,5852,0,1800,4828
5647,24200,5800,0,1820,4836
5648,25136,5772,0,2000,4848
5649,25668,5716,0,1808,4852
5650,26148,5696,0,1780,4836
5651,26584,5680,0,1776,4828
5652,27236,5584,0,1824,4844
5653,27556,5540,0,1852,4852
5654,27740,5516,0,1864,4864
5655,28316,5476,0,1868,4868
5656,27768,5428,0,1892,4872
5657,28036,5448,0,1868,4868
5658,27760,5448,0,1892,4856
5659,27880,5436,0,1860,4860
5660,27956,5432,0,1848,4856
5661,28036,5416,0,1856,4880
5662,27976,5448,0,1868,4864
5663,27928,5472,0,1832,4860
5664,27744,5472,0,1840,4852
5665,27512,5488,0,1848,4860
5666,27736,5468,0,1824,4852
5667,27896,5540,0,1824,4852
5668,27892,5496,0,1824,4840
5669,28188,5392,0,1816,4836
5670,28548,5400,0,1776,4832
5671,28604,5436,0,1784,4828
5672,28656,5468,0,1768,4840
5673,28940,5504,0,1760,4832
5674,29452,5428,0,1748,4832
5675,29556,5380,0,1784,4836
5676,29720,5340,0,1772,4836
5677,29460,5420,0,1760,4804
5678,29720,5372,0,1760,4828
5679,29660,5492,0,1804,4836
5680,29540,5512,0,1852,4832
5681,29316,5536,0,1776,4832
5682,29384,5548,0,1764,4828
5683,29324,5584,0,1756,4816
5684,29144,5612,0,1796,4820
5685,28984,5652,0,1760,4820
5686,28756,5628,0,1776,4824
5687,28628,5652,0,1820,4808
5688,28972,5680,0,1772,4816
5689,28668,5752,0,1776,4812
5690,28468,5824,0,1772,4808
5691,28104,5812,4,1808,4796
5692,27920,5812,32,1732,4812
5693,27928,5880,132,1744,4812
5694,27732,5948,364,1732,4820
5695,27728,6000,660,1780,4812
5696,27480,6036,1124,1752,4828
5697,27480,6076,1652,1740,4824
5698,27692,6072,2292,1728,4824
5699,27800,6056,3076,1704,4820
5700,27684,6076,3976,1712,4828
5701,27592,6084,4880,1712,4824
5702,27408,6080,5880,1700,4812
5703,26980,6012,6940,1692,4808
5704,26892,5948,7984,1720,4820
5705,26576,5960,9180,1684,4812
5706,26616,5968,10340,1672,4824
5707,26648,5944,11120,1672,4816
5708,26596,5928,11824,1704,4820
5709,26588,5900,12640,1736,4812
5710,26388,5884,13184,1704,4812
5711,26344,5852,13492,1696,4800
5712,26444,5816,13464,1812,4808
5713,26208,5776,13704,1732,4804
5714,26304,5740,13748,1740,4816
5715,26572,5712,13800,1720,4816
5716,27120,5672,13500,1676,4824
5717,27088,5236,12904,1784,4828
5718,27236,5152,12240,1816,4824
5719,27472,5164,11408,1736,4836
5720,27636,5184,10448,1808,4836
5721,27892,5204,9420,1800,4844
5722,28464,5244,8388,1844,4832
5723,28796,5264,7588,1784,4844
5724,29232,5300,6532,1664,4864
5725,30160,5292,5596,1672,4864
5726,31088,5296,4856,1720,4856
5727,31780,5420,4060,1724,4856
5728,32216,5512,3464,1676,4864
5729,32648,5532,2888,1684,4864
5730,33576,5412,2292,1676,4860
5731,34696,5424,1716,1708,4860
5732,35220,5196,1068,1796,4860
5733,35628,5484,600,1752,4876
5734,35924,5536,248,1740,4880
5735,36140,5540,76,1788,4872
5736,36464,5476,8,1780,4864
5737,36600,5396,0,1816,4868
5738,36880,5348,0,1812,4860
5739,37008,5376,0,1816,4864
5740,36524,5376,0,1812,4872
5741,36484,5400,0,1820,4864
5742,36240,5424,0,1724,4880
